"dhscode","spiimpact","year","LATNUM","LONGNUM","country"
"AL-5-1-63",-0.000463029546040432,2009,41.66986,20.450234,"AL"
"AL-5-1-64",-0.00128399693762311,2009,41.670375,20.426391,"AL"
"AL-5-1-65",0.00119168689696967,2009,41.33076,19.579645,"AL"
"AL-5-1-66",-1.1241978210205e-05,2009,41.517644,19.580992,"AL"
"AL-5-1-67",-0.000670330381537752,2009,41.401711,19.489925,"AL"
"AL-5-1-68",-0.000207336173914395,2009,41.464268,19.581386,"AL"
"AL-5-1-69",-4.84031278923449e-05,2009,41.323189,19.500935,"AL"
"AL-5-1-7",-0.000766386550244905,2008,40.701607,19.989953,"AL"
"AL-5-1-70",0.00111637139912587,2009,41.298861,19.505093,"AL"
"AL-5-1-71",0.000496556382219825,2009,41.443498,19.536758,"AL"
"AL-5-1-72",3.91169508523618e-05,2009,41.346273,19.50823,"AL"
"AL-5-1-73",-0.000118147019613652,2009,41.318435,19.470474,"AL"
"AL-5-1-74",0.000145376421318767,2009,41.322189,19.473723,"AL"
"AL-5-1-75",-8.67654137687713e-05,2009,41.316836,19.476893,"AL"
"AL-5-1-76",-0.000184401020768304,2009,41.326584,19.464029,"AL"
"AL-5-1-77",-0.000570193368982069,2009,41.327994,19.476446,"AL"
"AL-5-1-79",-0.000311591409203179,2009,41.322855,19.452828,"AL"
"AL-5-1-8",-0.000590306960749719,2008,40.695985,19.965064,"AL"
"AL-5-1-80",0.000853952361753496,2009,41.318022,19.461704,"AL"
"AL-5-1-82",-0.000282180025309273,2009,41.323292,19.438223,"AL"
"AL-5-1-83",0.000845283357561273,2009,41.446214,19.603664,"AL"
"AL-5-1-84",-7.54769830687333e-07,2009,41.340681,19.552817,"AL"
"AL-5-1-85",-0.000380413297864553,2009,41.363534,19.567177,"AL"
"AL-5-1-86",-0.000753936990981128,2009,40.993227,19.869169,"AL"
"AL-5-1-88",-0.000695059710864591,2009,40.970455,19.979366,"AL"
"AL-5-1-89",-0.000652498412818184,2009,40.851276,19.947823,"AL"
"AL-5-1-9",4.49236214292289e-05,2008,40.698683,19.981623,"AL"
"AL-5-1-90",0.00138157409551919,2009,41.166033,20.12247,"AL"
"AL-5-1-91",0.000108773530657501,2009,40.880233,19.94941,"AL"
"AL-5-1-92",-0.000199708319968926,2009,41.031718,19.91424,"AL"
"AL-5-1-93",-0.000295218949228598,2009,41.103846,20.140431,"AL"
"AL-5-1-94",0.00027994907305916,2009,41.031394,19.970297,"AL"
"AL-5-1-95",0.000394892529303731,2009,41.098359,20.062172,"AL"
"AL-5-1-96",-0.000497720308962983,2009,41.106231,20.083131,"AL"
"AL-5-1-97",-0.000183251523344385,2009,41.095595,20.078719,"AL"
"AL-5-1-98",-0.000345936479931883,2009,41.10788,20.07833,"AL"
"AL-5-1-99",0.000345640706221612,2009,41.125089,20.098389,"AL"
"AM-7-1-101",0.000175271996645828,2016,40.1492920064,44.0279021483,"AM"
"AM-7-1-102",0.00114155264677251,2016,40.0870349854,44.0078219073,"AM"
"AM-7-1-105",0.0012511139563638,2016,40.1359854483,44.1317766964,"AM"
"AM-7-1-106",0.000563297565882145,2016,40.1406441642,44.123214725,"AM"
"AM-7-1-107",0.000226268914295602,2015,40.0757388211,44.032438502,"AM"
"AM-7-1-108",0.000204140255984954,2015,40.0415024811,44.0849795202,"AM"
"AM-7-1-109",-2.88344776063523e-05,2015,40.0347562055,44.1708316434,"AM"
"AM-7-1-11",0.000192726550851327,2015,40.1998718533,44.4959270704,"AM"
"AM-7-1-110",0.000512016799590282,2015,40.0883242028,43.9434092929,"AM"
"AM-7-1-111",-0.000170439019426663,2016,40.0499081239,44.2166119221,"AM"
"AM-7-1-112",-0.000100055328620645,2015,40.1436435979,43.7581738878,"AM"
"AM-7-1-126",-0.000114589115706261,2016,40.043228171,44.1546761391,"AM"
"AM-7-1-128",-0.000436769729488189,2015,40.3550143779,45.1096852532,"AM"
"AM-7-1-130",-4.54125462197283e-05,2015,40.3477424281,45.120229476,"AM"
"AM-7-1-131",-0.000161138927835699,2016,40.3450163822,45.1267900838,"AM"
"AM-7-1-132",-0.000646725187492819,2016,40.4644681987,45.080389151,"AM"
"AM-7-1-133",-0.000537085100043307,2016,40.3608105571,45.1919198348,"AM"
"AM-7-1-134",-0.000366601604008752,2016,40.6028098734,45.3525696258,"AM"
"AM-7-1-135",-0.00125574752402135,2016,40.709647208,45.1114393032,"AM"
"AM-7-1-139",-0.000482036814231142,2015,40.1243916461,45.3756938771,"AM"
"AM-7-1-140",-0.000173132266817879,2015,40.1498371894,45.4279703279,"AM"
"AM-7-1-142",-0.000477650491477757,2015,40.1024900681,45.4479667568,"AM"
"AM-7-1-143",-0.000502311575659013,2016,40.544626885,44.9532264656,"AM"
"AM-7-1-144",-6.69292090978988e-05,2016,40.5378210016,44.9638271345,"AM"
"AM-7-1-145",-5.65642798501029e-05,2016,40.5555793967,44.9653543838,"AM"
"AM-7-1-146",0.000130624436430641,2016,40.5412272764,44.966129539,"AM"
"AM-7-1-147",-0.000627493497833355,2016,40.5504843181,44.9565833635,"AM"
"AM-7-1-149",-0.000351020038441612,2016,40.172502099,45.7205555465,"AM"
"AM-7-1-150",-0.000537077231614595,2016,40.1743355955,45.7486036762,"AM"
"AM-7-1-152",-0.000371403671957548,2016,40.1842053877,45.6300290827,"AM"
"AM-7-1-153",-0.000251411595853595,2016,40.1819467266,45.8458289008,"AM"
"AM-7-1-154",2.55811433902266e-05,2015,40.8363465364,44.4408393882,"AM"
"AM-7-1-155",-0.000100805966564451,2015,40.7944350316,44.453679977,"AM"
"AM-7-1-156",-0.000266860071488994,2015,40.7991115436,44.4907290318,"AM"
"AM-7-1-157",0.0003511642451853,2016,40.8034693895,44.4955344196,"AM"
"AM-7-1-158",-0.000298439965589077,2015,40.8164418714,44.5223400099,"AM"
"AM-7-1-16",0.000476909692198813,2015,40.1532136613,44.5078543889,"AM"
"AM-7-1-160",5.04358504939933e-05,2015,40.8050395402,44.5332718669,"AM"
"AM-7-1-161",-2.37760726210833e-05,2016,40.7892898881,44.5356010386,"AM"
"AM-7-1-162",0.000355226533277013,2015,40.8193826295,44.4926641089,"AM"
"AM-7-1-163",1.28053598958467e-05,2015,40.8029548164,44.4571207891,"AM"
"AM-7-1-164",-0.000103519624479826,2016,40.8745184645,44.4170977162,"AM"
"AM-7-1-165",-0.000519577008407359,2016,40.8403981995,44.448665985,"AM"
"AM-7-1-166",1.23504965453648e-05,2016,40.7281211514,44.6313595705,"AM"
"AM-7-1-168",-0.000779557746275473,2016,41.0368820299,44.3905509156,"AM"
"AM-7-1-17",0.000250788400348548,2016,40.1618563519,44.5149920804,"AM"
"AM-7-1-170",-0.000265734426913898,2016,41.0527857075,44.4027632941,"AM"
"AM-7-1-171",-0.000163287579625161,2016,41.1014629979,44.4268964516,"AM"
"AM-7-1-172",1.76381008155172e-05,2016,41.0668633281,44.5045532673,"AM"
"AM-7-1-173",5.01478178616142e-05,2016,41.0852661397,44.5070334384,"AM"
"AM-7-1-174",0.000255416050388743,2016,41.0289503946,44.3227520713,"AM"
"AM-7-1-175",6.792687012246e-05,2016,40.8164826182,44.2802617604,"AM"
"AM-7-1-177",0.00017494300464586,2016,40.8468798948,44.098844285,"AM"
"AM-7-1-178",-0.000342748256099511,2016,40.8671132527,44.2066504814,"AM"
"AM-7-1-179",-0.0001236814269342,2016,41.061279492,44.1707292781,"AM"
"AM-7-1-18",-0.00040043506874056,2015,40.1462283229,44.5478870428,"AM"
"AM-7-1-180",7.38559038344379e-05,2016,41.0153634501,44.2639354151,"AM"
"AM-7-1-181",0.000343510371662868,2016,41.0384810609,44.2477131503,"AM"
"AM-7-1-183",4.68811278340417e-05,2016,41.0692994818,44.1877185956,"AM"
"AM-7-1-185",0.000306249886098804,2016,40.5227793862,44.7464925377,"AM"
"AM-7-1-186",-0.000221652764913339,2016,40.4817093605,44.7596622518,"AM"
"AM-7-1-187",0.000624197726604961,2016,40.5226048413,44.7624687316,"AM"
"AM-7-1-188",0.00010322183660646,2015,40.5461031527,44.7610429112,"AM"
"AM-7-1-189",0.000590613151862793,2015,40.5369664016,44.7804280379,"AM"
"AM-7-1-19",-0.000454682403458911,2016,40.1358309104,44.5128295991,"AM"
"AM-7-1-190",-0.000159655418773533,2015,40.4844388465,44.7512547211,"AM"
"AM-7-1-191",0.000666543097099163,2016,40.4108228553,44.6461454427,"AM"
"AM-7-1-192",0.000280516501388546,2016,40.40856996,44.6476334911,"AM"
"AM-7-1-194",0.000109607894298349,2015,40.4009993218,44.6214254516,"AM"
"AM-7-1-195",0.000539461022949046,2015,40.4884246595,44.8078027303,"AM"
"AM-7-1-196",0.000106320851334336,2015,40.4890453357,44.7633966363,"AM"
"AM-7-1-197",7.68356962793811e-05,2016,40.2830578176,44.6278667899,"AM"
"AM-7-1-198",0.000393252121745095,2016,40.2677412046,44.6383339815,"AM"
"AM-7-1-199",0.000436057172871701,2016,40.2745978835,44.6219867624,"AM"
"AM-7-1-20",-0.000367100526287024,2015,40.1623279447,44.5421132076,"AM"
"AM-7-1-200",1.17209699732318e-05,2016,40.2881959654,44.6359201849,"AM"
"AM-7-1-201",0.000628534368749213,2016,40.2816126983,44.6388200268,"AM"
"AM-7-1-202",0.000153852002921261,2016,40.3242694086,44.6035914221,"AM"
"AM-7-1-203",-0.000108131705426263,2016,40.2572189399,44.6759172637,"AM"
"AM-7-1-206",-0.00030055204130106,2016,40.2664150036,44.6655428509,"AM"
"AM-7-1-207",-0.000433802332163758,2016,40.2581681684,44.5737860845,"AM"
"AM-7-1-209",-0.000115740786352355,2016,40.3038206436,44.4735817908,"AM"
"AM-7-1-21",0.000266931328597969,2016,40.1802810631,44.5282334579,"AM"
"AM-7-1-210",-0.000102737999901775,2016,40.259453032,44.5828225767,"AM"
"AM-7-1-212",0.000364082718818375,2016,40.3341395482,44.5936722206,"AM"
"AM-7-1-213",-6.5600762341595e-05,2016,40.2732615014,44.5063057974,"AM"
"AM-7-1-214",-0.00013136787486716,2015,40.7776556308,43.8751781258,"AM"
"AM-7-1-215",0.000317408087362096,2015,40.7672309479,43.8454887364,"AM"
"AM-7-1-22",0.000489651887431033,2015,40.1841726751,44.5268589472,"AM"
"AM-7-1-23",-4.18447651510945e-05,2016,40.1878888883,44.5230409474,"AM"
"AM-7-1-234",0.00101493337419013,2015,40.9393111091,43.7571757122,"AM"
"AM-7-1-236",-0.000956426939058844,2015,40.5273885141,43.9026915269,"AM"
"AM-7-1-237",0.00154374372996868,2016,41.0140898002,43.9231681988,"AM"
"AM-7-1-24",-0.000105132308777471,2016,40.1816341631,44.5269227913,"AM"
"AM-7-1-241",0.000196518351610472,2016,40.5985841969,44.0143373356,"AM"
"AM-7-1-242",0.000227622962955106,2016,40.6400895755,44.0016784067,"AM"
"AM-7-1-243",-0.000114790878672438,2016,39.2201813274,46.3544388069,"AM"
"AM-7-1-244",0.000163653361096743,2016,39.2074327455,46.395477491,"AM"
"AM-7-1-245",0.000389213059338769,2015,39.2401088519,46.3890951639,"AM"
"AM-7-1-246",0.00016487097017693,2016,39.2135398084,46.3974165343,"AM"
"AM-7-1-247",-0.000172674633556918,2015,39.1938961849,46.3995616576,"AM"
"AM-7-1-248",-0.000351537875911654,2016,39.2118281242,46.3935244018,"AM"
"AM-7-1-249",6.63831971266624e-05,2016,39.20595773,46.4181358109,"AM"
"AM-7-1-25",-0.000113710107269893,2016,40.185774539,44.5271952622,"AM"
"AM-7-1-250",-0.00034604075781883,2016,39.138432486,46.1671927263,"AM"
"AM-7-1-251",7.65517004448171e-05,2015,39.1465953099,46.2846292736,"AM"
"AM-7-1-252",-0.000393115110406838,2015,39.0933053073,46.4767080662,"AM"
"AM-7-1-253",-1.94745432544105e-05,2015,39.1861470845,46.2257210274,"AM"
"AM-7-1-254",0.000199097086230361,2016,39.5065525519,46.3516461415,"AM"
"AM-7-1-255",0.000397535464239557,2016,39.4909488977,46.3431938798,"AM"
"AM-7-1-256",0.000263337687769645,2016,39.5304148682,46.3128130717,"AM"
"AM-7-1-257",0.000216602173403209,2016,39.5220799381,46.4341736179,"AM"
"AM-7-1-258",0.000614560076489056,2016,39.2283592045,46.1876784416,"AM"
"AM-7-1-259",0.000145943368151463,2016,39.5274366712,46.3173554333,"AM"
"AM-7-1-262",0.000418958954627137,2016,38.9441623889,46.3570450294,"AM"
"AM-7-1-263",0.00107137526742369,2016,39.5250012822,46.0100962914,"AM"
"AM-7-1-264",0.000605807552414393,2016,39.5165764364,46.0399660747,"AM"
"AM-7-1-265",0.000327020724439071,2016,39.5685055255,45.9410705652,"AM"
"AM-7-1-266",0.000204933759229261,2016,39.4674354112,46.1911707814,"AM"
"AM-7-1-267",-7.86874179660149e-05,2016,39.5497518926,45.9644190105,"AM"
"AM-7-1-268",0.000209946958528641,2016,39.7687963241,45.3225399309,"AM"
"AM-7-1-269",-0.000279084011018102,2016,39.76123044,45.3391239564,"AM"
"AM-7-1-27",0.000335715894868954,2015,40.1769544406,44.4400057929,"AM"
"AM-7-1-270",-0.000566354704783883,2016,39.7671263957,45.3248693075,"AM"
"AM-7-1-271",0.000434348155702052,2015,39.7560462685,45.3336309907,"AM"
"AM-7-1-272",-0.000156902920299647,2016,39.7963616561,45.2144186108,"AM"
"AM-7-1-274",-3.50689934618546e-05,2016,39.704548285,45.2567638012,"AM"
"AM-7-1-275",-0.000848594783480748,2016,39.8006041382,45.3290399842,"AM"
"AM-7-1-276",1.21201108687887e-05,2016,39.7836614916,45.1237818652,"AM"
"AM-7-1-277",-0.000801924105267911,2015,39.897201396,45.314432471,"AM"
"AM-7-1-279",0.000133380610781892,2016,39.8447326539,45.3131649771,"AM"
"AM-7-1-28",0.000237359398150686,2015,40.1821034072,44.4660730551,"AM"
"AM-7-1-280",0.000218990832725806,2015,39.8934046884,45.490295435,"AM"
"AM-7-1-281",-0.000598528022138992,2015,39.6911555946,45.4625407698,"AM"
"AM-7-1-282",-0.000542686200261985,2015,39.6903453677,45.4545252022,"AM"
"AM-7-1-284",-5.34353945496287e-05,2016,39.8165743632,45.6770484036,"AM"
"AM-7-1-285",-0.0001951636453413,2016,39.8217131897,45.6660814871,"AM"
"AM-7-1-286",0.00171913927304584,2016,39.8169271402,45.6737396418,"AM"
"AM-7-1-287",0.00108106073996417,2016,39.7931827446,45.6793444964,"AM"
"AM-7-1-289",0.000453254528358236,2016,39.7683651531,45.5239105932,"AM"
"AM-7-1-29",0.000349741316270024,2015,40.1749429669,44.4475784159,"AM"
"AM-7-1-290",0.000341760908210124,2015,40.8581783803,45.1202301591,"AM"
"AM-7-1-291",0.000215408890116026,2016,40.8727627309,45.1412692827,"AM"
"AM-7-1-292",-6.04385812379956e-05,2015,40.8688753191,45.1455987636,"AM"
"AM-7-1-293",0.000404943311344777,2016,40.8888182754,45.1476213163,"AM"
"AM-7-1-294",0.000705067683529094,2016,40.7173529765,44.8416948221,"AM"
"AM-7-1-295",0.000243455610436899,2016,40.7376500941,44.833741026,"AM"
"AM-7-1-296",0.00028397745359271,2016,40.742454372,44.8156872639,"AM"
"AM-7-1-297",-1.13142497653182e-05,2016,40.734083656,44.873188535,"AM"
"AM-7-1-298",0.000435180887117356,2016,40.7354351192,44.8841796462,"AM"
"AM-7-1-299",-0.000346062827803472,2016,40.7790060917,44.9252433774,"AM"
"AM-7-1-30",-6.97169152871602e-05,2015,40.1917989108,44.4684535262,"AM"
"AM-7-1-300",-3.45585048908499e-05,2016,40.957206805,45.2116815765,"AM"
"AM-7-1-301",-2.75047484040843e-06,2015,40.9889543575,45.1197233232,"AM"
"AM-7-1-302",7.08910730768755e-05,2015,40.958520693,45.2167474333,"AM"
"AM-7-1-303",0.000491741137599218,2016,41.020898603,45.0431801076,"AM"
"AM-7-1-303",0.000491741137599218,2015,41.020898603,45.0431801076,"AM"
"AM-7-1-304",-0.000466792108558432,2016,41.155810126,44.9898589625,"AM"
"AM-7-1-305",2.51773238767464e-05,2016,41.1841172091,44.8997585021,"AM"
"AM-7-1-306",-0.000466865583263998,2016,41.0876527425,45.0196575368,"AM"
"AM-7-1-307",0.000123133250605651,2016,41.1770209302,44.9329770483,"AM"
"AM-7-1-308",-0.000502504951458189,2016,41.2189786234,44.9224773488,"AM"
"AM-7-1-309",-0.000228071834780435,2015,40.870156955,45.3628638754,"AM"
"AM-7-1-31",-5.14233488068572e-06,2015,40.161435919,44.456831928,"AM"
"AM-7-1-310",0.000237158159042364,2015,40.8562914433,45.3686727051,"AM"
"AM-7-1-311",0.00023755579413601,2016,40.9271161888,45.3090415514,"AM"
"AM-7-1-312",3.13835935642006e-05,2016,40.8407826219,45.3545396909,"AM"
"AM-7-1-313",0.000389676215574559,2016,40.8925645149,45.382144304,"AM"
"AM-7-1-39",0.000446398046661289,2015,40.0931430119,44.5546311658,"AM"
"AM-7-1-4",-7.29092166148687e-05,2015,40.2236449624,44.487647693,"AM"
"AM-7-1-40",0.000132377930690255,2016,40.1433808378,44.4594513603,"AM"
"AM-7-1-41",1.49591113000458e-05,2016,40.1545905912,44.493400399,"AM"
"AM-7-1-42",0.000480626725631128,2016,40.1587022579,44.4640942419,"AM"
"AM-7-1-43",0.000230391714690635,2016,40.1580413073,44.4656105327,"AM"
"AM-7-1-44",0.000270819800673424,2016,40.1355433626,44.4616508088,"AM"
"AM-7-1-45",-0.00023599412994473,2016,40.1712754959,44.4449983182,"AM"
"AM-7-1-48",0.00013272916302403,2016,40.19555389,44.5209845479,"AM"
"AM-7-1-49",0.000460881548026817,2015,40.2959532241,44.3558710371,"AM"
"AM-7-1-50",5.33371268541492e-05,2016,40.3065097281,44.3679710329,"AM"
"AM-7-1-51",0.000359329644229288,2016,40.2890823388,44.3420492872,"AM"
"AM-7-1-52",0.000125159330670952,2015,40.2697039188,44.3411286536,"AM"
"AM-7-1-53",0.000742526027408382,2016,40.278609632,44.3658207959,"AM"
"AM-7-1-54",0.000413018655498436,2016,40.2843413953,44.3553314419,"AM"
"AM-7-1-55",0.00020923550728669,2016,40.3076822049,44.3653283845,"AM"
"AM-7-1-56",-0.000868810060213502,2016,40.3382283341,44.3386207061,"AM"
"AM-7-1-57",-0.000112755900271741,2016,40.3009845343,44.1310908457,"AM"
"AM-7-1-58",0.000532601977428165,2015,40.2531453963,44.3095117856,"AM"
"AM-7-1-59",-0.000635506908475434,2016,40.3015969261,44.2163143316,"AM"
"AM-7-1-62",-0.000975887444852205,2016,40.5954626247,44.3541304504,"AM"
"AM-7-1-63",0.000427170435400369,2016,40.5933275408,44.3869649168,"AM"
"AM-7-1-64",-7.63653714463829e-05,2016,40.5132022934,44.3847510765,"AM"
"AM-7-1-65",-0.000458353814225034,2016,40.6549936701,44.2018736875,"AM"
"AM-7-1-70",0.000626298850207456,2016,40.3637991671,44.0402696486,"AM"
"AM-7-1-71",-0.0011436697005806,2016,40.3510279033,44.0183084008,"AM"
"AM-7-1-72",0.000114483150993897,2015,39.9440764362,44.5552886325,"AM"
"AM-7-1-74",-0.000692977160098023,2015,39.9548651123,44.5568115066,"AM"
"AM-7-1-75",-0.00153981111325904,2015,39.9607235779,44.5447909753,"AM"
"AM-7-1-76",-0.00104159239501987,2015,39.9601373562,44.538409483,"AM"
"AM-7-1-78",-0.00178780499550555,2015,39.9978169937,44.580353038,"AM"
"AM-7-1-79",-0.000398964283166243,2016,39.9918997956,44.4816124175,"AM"
"AM-7-1-8",0.000952142282627548,2015,40.2095610108,44.5192538887,"AM"
"AM-7-1-80",-0.000705793364003193,2016,40.026085674,44.5794623173,"AM"
"AM-7-1-81",-0.00106867698556047,2015,39.9084039842,44.5476845092,"AM"
"AM-7-1-82",0.000464061861133065,2016,40.0198084127,44.3881596294,"AM"
"AM-7-1-83",0.00119439458027561,2016,39.8365401863,44.7192416346,"AM"
"AM-7-1-84",0.000300372772552047,2016,39.8476244134,44.698315015,"AM"
"AM-7-1-85",-0.000149748925321489,2016,39.8506550752,44.6845688326,"AM"
"AM-7-1-88",0.000893499270204343,2016,39.855472247,44.6957337787,"AM"
"AM-7-1-89",-0.000441310145289916,2016,39.8590406156,44.6219389944,"AM"
"AM-7-1-90",-0.00245084017677494,2016,39.8809144762,44.6759114751,"AM"
"AM-7-1-91",-0.00274307985760521,2016,39.9301865499,44.5777929489,"AM"
"AM-7-1-92",0.000131211814513547,2016,40.0602847782,44.4437426133,"AM"
"AM-7-1-93",0.000275810564009456,2016,40.0637610215,44.4586223337,"AM"
"AM-7-1-94",-0.000126204411873166,2016,40.0646862639,44.4315946063,"AM"
"AM-7-1-95",-0.000699152060017938,2016,40.0611493903,44.4055647677,"AM"
"AM-7-1-96",-0.000229837103814498,2015,40.0934622341,44.4695148024,"AM"
"AM-7-1-97",-0.00162776635700674,2016,40.0877555968,44.3928442098,"AM"
"AM-7-1-98",-0.00109754208442632,2016,40.1220873675,44.401560583,"AM"
"AM-7-1-99",0.000380844996873018,2015,40.1064982027,44.4718420743,"AM"
"AO-7-1-1",-0.000199667233387918,2016,-12.101381,14.140703,"AO"
"AO-7-1-10",-0.000404170657712529,2016,-8.828197,13.3354,"AO"
"AO-7-1-100",-0.00010622254492022,2016,-15.186028,12.160149,"AO"
"AO-7-1-101",0.000624127902596848,2015,-9.26857,15.229294,"AO"
"AO-7-1-102",0.000614974606631842,2016,-12.472245,16.470441,"AO"
"AO-7-1-103",0.000313540388685656,2015,-13.361194,14.13088,"AO"
"AO-7-1-104",8.03852065417055e-05,2015,-7.516461,15.699676,"AO"
"AO-7-1-106",0.000260491995351989,2016,-14.747984,14.979619,"AO"
"AO-7-1-107",0.000991544979749788,2016,-17.033552,14.824684,"AO"
"AO-7-1-108",5.09376822351998e-05,2015,-9.019286,13.114102,"AO"
"AO-7-1-109",-0.000143343686690063,2016,-9.536969,17.788682,"AO"
"AO-7-1-11",0.000522556691320396,2016,-8.888833,13.353182,"AO"
"AO-7-1-110",-0.000451177033730774,2016,-17.294477,16.029036,"AO"
"AO-7-1-111",0.00170179688596736,2015,-7.399771,20.822809,"AO"
"AO-7-1-112",-0.000686080616181331,2015,-8.910408,13.264357,"AO"
"AO-7-1-113",0.000485735198940394,2016,-9.027422,13.386717,"AO"
"AO-7-1-114",-4.60801332802691e-05,2015,-16.180494,15.785886,"AO"
"AO-7-1-115",-0.000282206612444582,2016,-7.220066,12.86575,"AO"
"AO-7-1-116",-0.000486216154610227,2015,-16.758898,15.877738,"AO"
"AO-7-1-117",0.000526362643555118,2016,-6.363958,16.657312,"AO"
"AO-7-1-118",0.000551827504631347,2015,-7.620021,16.177563,"AO"
"AO-7-1-119",-0.000663841627313822,2015,-7.594098,15.039044,"AO"
"AO-7-1-12",-3.75805485299917e-05,2015,-14.236392,12.415434,"AO"
"AO-7-1-120",-1.89358116793565e-05,2015,-13.042309,14.263358,"AO"
"AO-7-1-121",0.000482695319865897,2015,-5.607514,12.200821,"AO"
"AO-7-1-122",0.000414912353984575,2015,-11.970251,14.063479,"AO"
"AO-7-1-123",-6.68731045943989e-05,2016,-11.866695,15.541286,"AO"
"AO-7-1-124",-0.000675150618594606,2015,-5.593386,12.206088,"AO"
"AO-7-1-125",0.000321480387326715,2016,-8.751703,15.380683,"AO"
"AO-7-1-126",0.000271416838112916,2016,-8.804702,13.284991,"AO"
"AO-7-1-127",0.000304992581033087,2016,-12.126117,17.61125,"AO"
"AO-7-1-128",0.000796253190108842,2016,-9.679307,14.427823,"AO"
"AO-7-1-129",-0.00025169443802567,2016,-8.546458,15.311492,"AO"
"AO-7-1-13",-0.000438277198280614,2016,-9.096904,15.741176,"AO"
"AO-7-1-130",0.000148739878003259,2016,-11.368861,16.136431,"AO"
"AO-7-1-131",0.00029355439587856,2016,-12.225834,20.374857,"AO"
"AO-7-1-132",-9.84946878122203e-05,2016,-5.563622,12.210229,"AO"
"AO-7-1-133",0.000498397444308384,2016,-9.669557,20.367843,"AO"
"AO-7-1-134",-0.000556474771150944,2016,-8.80611,13.277665,"AO"
"AO-7-1-135",0.000716594602085598,2015,-8.589805,13.640789,"AO"
"AO-7-1-136",0.000867630125874437,2015,-10.956056,14.587493,"AO"
"AO-7-1-137",0.000242157019064617,2016,-16.31879526,12.6137992,"AO"
"AO-7-1-138",-0.000371312746737149,2016,-8.88011,13.385518,"AO"
"AO-7-1-139",0.000180831463748519,2016,-15.599007,13.417271,"AO"
"AO-7-1-14",0.000239142467421548,2016,-14.666671,17.686694,"AO"
"AO-7-1-140",0.000978804948893903,2016,-12.222153,16.644706,"AO"
"AO-7-1-141",0.000660013856570402,2015,-6.069252,15.127256,"AO"
"AO-7-1-142",0.000190387003631251,2015,-12.748934,15.683734,"AO"
"AO-7-1-143",-0.0012615094972836,2016,-8.886009,13.294562,"AO"
"AO-7-1-143",-0.0012615094972836,2015,-8.886009,13.294562,"AO"
"AO-7-1-144",0.000673364973679084,2015,-12.757555,15.735795,"AO"
